Headline,URL
“Rechazamos que el gobernador de Antioquia amenace con utilizar a la fuerza pública”: Asociación de Transportadores de Carga,https://www.elcolombiano.com//antioquia/camioneros-rechazan-a-andres-julian-rendon-por-posible-uso-de-fuerza-publica-para-disipar-bloqueos-KB25358367
Atlético Nacional viajó a Estados Unidos sin cinco jugadores por falta de visa,https://www.elcolombiano.com//deportes/futbol/atletico-nacional-viajo-a-estados-unidos-sin-cinco-jugadores-por-falta-de-visa-IB25359265
"Muere la atleta ugandesa Rebecca Cheptegei, quemada por su compañero en Kenia",https://www.elcolombiano.com//multimedia/videos/muere-la-atleta-ugandesa-rebecca-cheptegei-quemada-por-su-companero-en-kenia-PB25358304
Paro camionero: se agravan los bloqueos en el Área Metropolitana,https://www.elcolombiano.com//multimedia/videos/paro-camionero-se-agravan-los-bloqueos-en-el-area-metropolitana-CB25356510
"“El Portal”, una serie retrata la explotación sexual de migrantes en México",https://www.elcolombiano.com//multimedia/videos/el-portal-una-serie-retrata-la-explotacion-sexual-de-migrantes-en-mexico-HB25352599
Exmundialistas analizan la Selección y Nacional sorprende con Juárez,https://www.elcolombiano.com//podcast/linea-de-gol/exmundialistas-analizan-la-seleccion-y-nacional-sorprende-con-juarez-HA25346247
“Quiero poner a Nacional en lo más alto”: Entrevista exclusiva con Sebastián Arango Botero,https://www.elcolombiano.com//podcast/linea-de-gol/entrevista-sebastian-arango-botero-presidente-atletico-nacional-EN25289278
"Cristina Toro, la vocación por el desorden creativo",https://www.elcolombiano.com//podcast/el-arranque-especial/cristina-toro-entrevista-podcast-el-colombiano-la-vocacion-por-el-desorden-creativo-FD25262546
"Julieth Lozano, el desafío de estar en la cima del canto lírico mundial",https://www.elcolombiano.com//podcast/el-arranque-especial/julieth-lozano-el-desafio-de-estar-en-la-cima-del-canto-lirico-mundial-IA25253830
“Quiero imprimir mi propio sello en el DIM”: Alejandro Restrepo,https://www.elcolombiano.com//podcast/linea-de-gol/dim-alejandro-restrepo-entrevista-dijo-quiero-imprimir-mi-propio-sello-EA25253465
"Bancolombia tiene 236 vacantes de trabajo para jóvenes, ¿cómo aplicar?",https://www.elcolombiano.com//verticales-de-contenido/sooypro
Recapturaron a gringo que las autoridades dejaron el libertad por caso de explotación sexual en el Parque Lleras,https://www.elcolombiano.com//medellin
Vías de Antioquia ya están despejadas en su totalidad: Policía,https://www.elcolombiano.com//antioquia
"Se acabó el paro camionero, pero sigue el pico y placa: para este viernes le toca al 1 y 5 en Medellín",https://www.elcolombiano.com//medellin/1-y-5-pico-y-placa-para-el-viernes-6-de-septiembre-BB25359976
Intento de hurto a carro de valores en el parque de Belén provocó balacera que dejó un herido,https://www.elcolombiano.com//medellin/balacera-en-el-parque-de-belen-por-hurto-a-carro-de-valores-OB25359788
"Velatón y calle de honor: los homenajes para despedir a Juan José, el niño que murió en accidente de Llanaditas",https://www.elcolombiano.com//medellin/velaton-y-calle-de-honor-los-homenajes-para-despedir-a-juan-jose-el-nino-que-murio-en-accidente-de-llanaditas-IB25359436
Se levantan los bloqueos del paro camionero: Bogotá y Medellín reportan un regreso a la normalidad en sus vías,https://www.elcolombiano.com//colombia/paro-camionero-levantan-bloqueos-vias-bogota-y-medellin-FC25360674
Este viernes inician las audiencias preparatorias del juicio contra Álvaro Uribe,https://www.elcolombiano.com//colombia/juicio-contra-alvaro-uribe-inician-audiencias-preparatorias-CC25360893
"Bancolombia tiene 236 vacantes de trabajo para jóvenes, ¿cómo aplicar?",https://sooypro.com/noticias/bancolombia-236-vacantes-jovenes-practicas/#utm_source=Referral&utm_medium=Elcolombiano&utm_campaign=Home
Petro sacó pecho por acuerdo entre el Gobierno y los transportadores para levantar el paro camionero,https://www.elcolombiano.com//colombia/gustavo-petro-anuncio-fin-del-paro-camionero-en-colombia-PC25360582
"Universidad de Los Andes tiene más de 100 cursos gratis, ¿cómo inscribirse?",https://sooypro.com/noticias/universidad-de-los-andes-100-cursos-gratis/#utm_source=Referral&utm_medium=Elcolombiano&utm_campaign=Home
"Tras acuerdo entre camioneros y Gobierno,así quedará el precio del ACPM en Colombia",https://www.elcolombiano.com//negocios/acuerdo-camioneros-gobierno-precio-del-acpm-BC25360436
Más medallas para Colombia en los Paralímpicos: Paula Andrea Ossa conquistó presea en el paraciclismo de París,https://www.elcolombiano.com//deportes
"Scaloni, crítico de cara al duelo ante Colombia: “Es un partido en un horario que no tendría que ser”",https://www.elcolombiano.com//deportes/futbol
Sabalenka evitó una final estadounidense en el US Open,https://www.elcolombiano.com//deportes
Video | Dibu Martínez volvió a hacer gestos polémicos tras la victoria de Argentina ante Chile por las Eliminatorias,https://www.elcolombiano.com//deportes/futbol/dibu-martinez-celebracion-polemica-victoria-argentina-chile-eliminatorias-mundial-video-BC25360054
Suárez se despide y Brasil busca enderezar el camino en eliminatorias este viernes,https://www.elcolombiano.com//deportes/futbol/uruguay-vs-paraguay-luis-suarez-brasil-ecuador-eliminatorias-suramericana-norteamerica-2026-NC25360159
La Selección Colombia busca extender invicto de 42 años en Lima contra Perú,https://www.elcolombiano.com//deportes/futbol/seleccion-colombia-vs-peru-eliminatorias-suramericanas-norteamerica-2026-EC25360114
NASA admite tensión con Boeing por el rescate de astronautas en la EEI,https://www.elcolombiano.com//tecnologia/ciencia
El padre de ChatGPT lanza nueva startup de inteligencia artificial valorada en 5.000 millones de dólares,https://www.elcolombiano.com//tecnologia
"Asteroide cercano a la Tierra sufre impactante cambio tras colisión espacial, ¿qué pasó?",https://www.elcolombiano.com//tecnologia/ciencia
Lo que muchos esperaban: Instagram ahora permite comentarios públicos en Historias; así funciona,https://www.elcolombiano.com//tecnologia/instagram-permite-comentarios-publicos-historias-asi-funciona-OA25349654
Academia Henry ofrece 2.000 cupos para curso de programación gratis,https://sooypro.com/noticias/academia-henry-curso-de-programacion-gratis/#utm_source=Referral&utm_medium=Elcolombiano&utm_campaign=Home
Minecraft da el salto a la gran pantalla: anuncian fecha de estreno de la esperada película; vea tráiler aquí,https://www.elcolombiano.com//tecnologia/videojuegos/pelicula-minecraft-fecha-estreno-trailer-colombia-latinoamerica-2025-EA25349094
Cuarto día de bloqueos camioneros en el Valle de Aburrá,https://www.elcolombiano.com//multimedia/imagenes/paro-de-camioneros-continua-en-su-cuarto-dia-en-el-valle-de-aburra-MB25354945
Imágenes destacadas del día siete en Paralímpicos 2024,https://www.elcolombiano.com//multimedia/imagenes/imagenes-destacadas-del-dia-siete-en-paralimpicos-2024-NB25352942
Bloqueo vial en el Valle de Aburrá por el paro camionero,https://www.elcolombiano.com//multimedia/imagenes/paro-camionero-causa-bloqueo-vial-en-el-valle-de-aburra-OA25349986
"Brian May, guitarrista de Queen, reveló que tuvo un leve derrame cerebral",https://www.elcolombiano.com//entretenimiento
"¡Qué orgullo! Haider Ackermann, diseñador colombiano, es el nuevo director creativo de Tom Ford",https://www.elcolombiano.com//entretenimiento
Fiscal del caso Alec Baldwin pide a la jueza que reconsidere anulación del juicio,https://www.elcolombiano.com//entretenimiento
El artista Fito Páez sufrió un accidente y canceló su presentación en el Festival Cordillera de Bogotá,https://www.elcolombiano.com//entretenimiento/fito-paez-accidente-cancelo-presentacion-festival-cordillera-bogota-MB25353294
No se la llevan: Diego Camargo contó porqué se acabó su amistad con Ricardo Quevedo,https://qhubomedellin.com/entretenimiento/nacional/diego-camargo-conto-porque-se-acabo-su-amistad-con-ricardo-quevedo-CA25344745
Ganadora delDesafío2023 reveló detalles sobre el funeral de Maryan Gómez: “No hubo entierro”,https://www.elcolombiano.com//entretenimiento/de-que-murio-realmente-maryan-gomez-alejandra-martinez-desata-dudas-sobre-su-muerte-CB25352231
Camioneros siglo XXI,https://www.elcolombiano.com//opinion/columnistas/josefina-agudelo-trujillo-camioneros-siglo-xxi-DB25358830
El paro: Un caso de negocios y de política,https://www.elcolombiano.com//opinion/columnistas/juan-carlos-manrique-el-paro-un-caso-de-negocios-y-de-politica-DB25358847
Descarrillados,https://www.elcolombiano.com//opinion/columnistas/sofia-gil-sanchez-descarrillados-KB25358882
¿Unidad en qué?,https://www.elcolombiano.com//opinion/columnistas/jose-manuel-restrepo-abondano-unidad-en-que-AB25358796
El barón rampante,https://www.elcolombiano.com//opinion/columnistas/diego-aristizabal-el-baron-rampante-GB25358907
"Analistas del mercado proyectan que la inflación de agosto estará entre 6,1 % y 6,4 %",https://www.elcolombiano.com//negocios/proyecciones-inflacion-en-colombia-agosto-2024-NC25360937
"Bancolombia tiene 236 vacantes de trabajo para jóvenes, ¿cómo aplicar?",https://sooypro.com/noticias/bancolombia-236-vacantes-jovenes-practicas/#utm_source=Referral&utm_medium=Elcolombiano&utm_campaign=Home
Movilidad se normaliza en el país tras acuerdo para levantar el paro camionero,https://www.elcolombiano.com//negocios/termino-paro-camionero-vias-del-pais-sin-bloqueos-movilidad-se-normaliza-FC25360849
"El sistema de pagos inmediatos y digitales arrancará en el 2025, reveló el Banco de la República",https://www.elcolombiano.com//negocios/cuando-empieza-sistema-de-pagos-inmediatos-digitales-colombia-LC25360759
Vías de Antioquia ya están despejadas en su totalidad: Policía,https://www.elcolombiano.com//antioquia/termino-paro-camionero-en-antioquia-vias-aun-con-bloqueos-KC25360468
"Universidad de Los Andes tiene más de 100 cursos gratis, ¿cómo inscribirse?",https://sooypro.com/noticias/universidad-de-los-andes-100-cursos-gratis/#utm_source=Referral&utm_medium=Elcolombiano&utm_campaign=Home
